content,stars,title
"
Kami menginap di hotel ini kemarin dan untuk kedua kalinya, sy tdk ingat kalau pd hari itu ultah sy. Ketika sarapan, beberapa staf hotel datang membawa cake dan mengucapkan selamat di restoran hotel. Ternyata hotel pandanaran sangat memperhatikan pelanggannya. Terima kasih atas surprise nya.
",5 dari 5 lingkaran,Kejutan Hotel Pandanaran
"
Nginap 3malam di pandanaran hotel saya merasa puas. Kamarnya bersih, layanan kamar oke, makanan lumayan, fasilitas juga lumayan dan dengan harga yg dikasi raja kamar bener2 bikin kantong irit.. banyakin hotel hotel diskon lagi yaa...
",4 dari 5 lingkaran,"hotel rekomended untuk lokasi,harga,fasilitas dan layanan"
"
Hotel ini terletak di salah satu jalan utama kota Semarang yaitu jalan Pandanaran. Akses ke hotel ini cukup mudah karena berada tepat di tepi jalan Pandanaran, dekat dengan bandara sekitar 25 menit dan pusat kota 10 menit berjalan kaki. Yang menarik dari hotel ini adalah harga yang terbilang lebih murah di banding hotel sekelasnya, soal fasilitas pun tidak kalah. Hotel ini memiliki kamar dengan desain minimalis modern dengan lantai kayu yang memberi kesan hangat. kamarnya pun terbilang cukup luas. Kita bisa menikmati kolam renang hotel untuk melepas lelah dan bersantai. Untuk sarapan hotel ini menyediakan pilihan makanan yang variatif walau masakan khas Indonesia yang lebih dominan. Jika anda wisatan dari luar kota anda tidak perlu jauh-jauh mencari oleh-oleh khas semarang karena hotel ini sangat dekat dengan pusat oleh-oleh utama di Semarang yaitu Pandanaran. Anda cukup 5 menit berjalan kaki. Jika lapar mendatangi anda di malam hari cukup berjalan kaki 3 menit di kanan hotel anda akan menemukan salah satu restoran cepat saji atau ke kiri hotel dengan berjalan kaki 5 menit anda juga akan menemukan restoran cepat saji 24 jam. Manfaatkan penawaran hemat yang ditawarkan hotel pada hari Minggu. Dibandingkan hotel lainnya di Semarang hotel ini layak untuk di jadikan sebagai salah satu pilihan menginap. Pelayanan yang diberikan pun cukup ramah dan cepat.
",4 dari 5 lingkaran,Hotel di tengah kota dengan harga bersahabat
"
Waktu menginap disini,pertama agak kurang menarik lihat depannya,pas mau check ini,ternyata gak yang kita bayangkan,hotelnya bagus bangetm,dan luas didalamnya,eh ada kolam renangnya juga diatas,ada 2 kolam renang,kamarnya juga bersih,apalgi dapat view yang menghadap kota semarang sampai kelihatan gunung juga,dan di hotel ini kalau mau cari makanan ga akan bingung,keluar dari hotel ada Mcd Donald,Kfc,dll jadi bakalan kenyang kalau nginep di hotel ini, terus kalau mau breakfast juga menunya puas deh.Harus coba menginap disini,terus satu lagi kalau mau kemana2 cari oleh2 atau berwisata keliling kota semarang,disini sangat alternatif,gausah bingung karena banyak kendaraan,karena posisinya ditengah kota semarang.
",5 dari 5 lingkaran,Hotel yang mau cari makan gausah bingung.
"
Saya memesan 2 kamar grand deluxe. Kamar lumayan besar, tv android sehingga anak saya telat tidur gara gara minta main game angry bird di tv. Sarapan enak, harga terjangkau. Lokasi dekat tempat makan dan oleh oleh. Sayangnya kolam renangnya terlalu kecil dan tidak ada yang menjaga.",4 dari 5 lingkaran,direkomdasikan
"
kamar lumayan kebershan lumayan keamanan kurang dan reseptionisnya jutek2 buata management tolong rubah sikap pelayanan dn qwalitas perangkat mandi seperti handu di ganti kasar rasanya ga lembut sabun mandi sama shampo tolong di pisah ga enak rasanya jika disatukan sampe kami bawa sendiri
",3 dari 5 lingkaran,hotel lumayan
"
Cek in Cepat bila kamar tersedia",5 dari 5 lingkaran,"Fasilitas Lengkap, Murah, dan Posisi Perfect"
"
Staf hotel sangat ramah, kami bisa check in pukul 11 siang padahal check in biasanya di atas pukul 14. Selain itu kami dapat ""compliment"" berupa satu piring buah-buahan saat tiba.",4 dari 5 lingkaran,Hotel di Pusat Kota Semarang
"
Hotel ini mempunyai pelayanan yang memuaskan. Check in dan check out hotel sangat cepat dan mudah. Saya menggunakan voucher agoda waktu itu..",4 dari 5 lingkaran,"Murah, bersih, nyaman, rekomendasi"
"
Sepadan dg rate kamar dari hotel neo candi, bahkan bisa dikatakan beruntung dg experience yg kita dapatkan dengan menginap di sini. Hanya saja lokasi yg sedikit jauh dari pusat kota,tp bukan menjadi masalah yg besar. Sangat disarankan bagi mereka yg ingin berwisata di kota semarang dg low budget, hotel neo dapat jd pilihan pertama.
",4 dari 5 lingkaran,Sepadan
"
Lokasi hotel lebih kurang 15 menit berkendara dari pusat kota Semarang. Hotel bersih dan nyaman dan harga sangat masuk akal. Sarapan cukup bervariasi untuk hotel budget. Staff hotel sangat ramah melayani tamu dan proses check-in dan check-out sangat efektif dan tidak memakan waktu
",3 dari 5 lingkaran,Nyaman dan Bersih
"
Lokasi hotel strategis, bisa dibilang Simpang Lima adalah bagian dari halaman Hotel @Hom, jadi tidak perlu bingung lagi kalo mau menikmati kuliner Kota Semarang atau bahkan Jawa Tengah. Jl. Pandanaran?! Di situlah segala jenis oleh-oleh bisa di dapat. Malam-malam kedinginan? Tinggal minum sepuasnya wedang Jahe/seree di Lobby hotel. Para Staf yang bertugas cukup komunikatif dan ramah. Kalau ke Semarang lagi kami sekeluarga tidak akan ragu lagi untuk menginap di Hotel @Hom, semoga saja masih ada kamar tersisa.
",4 dari 5 lingkaran,Simpang Lima?! Itulah halaman Hotel @home
"
Menginap selama 2 malam di hotel ini. Lokasinya strategis di dekat Simpang Lima. Lawang Sewu juga dekat, hanya arahnya berlawanan dengan arah ke Simpang Lima. ",4 dari 5 lingkaran,Hotel yang nyaman
"
Lokasi sangat strategis di pusat kota semarang dan dekat dengan kantor yg saya kunjungi. staff sangat ramah dalam menyambut tamu. kamar modern dan nyaman. terdapat beberapa pilihan makanan pada breakfast, yaitu lokal dan internasional. parkiran agak sempit, karena pada saat saya menginap kondisi hotel sangat ramai, akan tetapi, petugas valet yg sigap, langsung membantu memarkirkan kendaraan saya.
",4 dari 5 lingkaran,Hotel modern di tengah kota Semarang
"
Hotelnya simpel, tapi semua fasilitas mulai dari receptionist sampai dengan restoran sangat friendly dan memuaskan. Kamarnya compact tapi sangat functional, cocok untuk traveller seperti saya. Staff juga sangat friendly dan membantu perjalanan saya di Semarang.
",5 dari 5 lingkaran,Menarik!
"
Hotel yang menyenangkan, dengan interior yang minimalis dan mewah. Ukuran bed dan kamar istimewa, kamar mandi juga luas dengan kompartemen terpisah. Makan pagi juga lezat dan menunya cukup banyak. Tempat parkir mobil juga sangat luas di basement dan samping hotel.
",4 dari 5 lingkaran,Hotel terbaik di Semarang
"
Setiap ke Semarang, hotel ini jadi tempat saya beristirahat. Antar-Jemput pun selalu sigap, terkadang saya baru tengah malam sampai ataupun subuh akan berangkat. Selain itu makanan yang di sediakan di hotel termasuk enak, justru jadi favorit ayah saya. Ditambah lagi, dekat dengan pusat kulinernya semarang, segala bandeng bisa dijangkau 10 menit jalan kaki.",4 dari 5 lingkaran,Hotel dan Kuliner
"
cukup nyaman untuk kamar, pelayanan dan kebersihannya cmn ruangan kurang tenang suara dari luar sering terdengar..",4 dari 5 lingkaran,memuaskan
"
Saya stay di grand deluxe. Surprise, ternyata ada fasilitas Android TV. Baru kali ini saya ketemu Android TV. Kami sekeluarga sering stay di Pandanaran kalau kebetulan di Semarang. Jelas yang paling excited adalah anak saya. Bintang 3 dengan fasilitas spt ini, mantap! Overall, hotel ini highly recommended untuk stay di Smg. Harganya worth it.
",5 dari 5 lingkaran,Android TV
"
Lokasi strategis, pelayanan ramah, kamar bersih dan rapi.. Apa yang saya bayar sesuai dengan fasilitas yang saya dapatkan.. Sayangnya saya dan keluarga hanya menginap selama 1 hari, sehingga belum sempat menikmati fasilitas kolam renang free di hotel
",4 dari 5 lingkaran,hotel yang bagus
"
sewaktu liburan dengan istri ke semarang pada natal 2012, kita menginap di 2 hotel yaitu patra jasa dan pandanaran, hari pertama skip ya, (di patra jasa) untuk hari kedua (di pandanaran) hotel ini istimewa sekali, kamar istimewa dan terdapat android tv, sarapan enak dan bervariasi, hanya saja untuk kamar mandinya air tidak segera meresap dengan baik dengan timbul ""banjir"" sedikit,
",5 dari 5 lingkaran,HOTEL ISTIMEWA DENGAN SEDIKIT KRITIK
"
Saya ga menyangka akan mendapatkan kualitas hotel seperti ini saat membeli di agoda dengan harga yang murah. Fasilitas hotelnya lengkap, Ada kolam renang dan fitness centernya. Kamar sepertinya baru direnovasi. Looks great! Tanya dilengkapi dengan android sehingga saya seperti punya personal computer di kamar. Wifi gratis yang dipromosikan ternyata sangat cepat. Pokoknya memuaskaann sekali... ESok paginya sebelum check out saya kembali dimanjakan dengan varian breakfast yang banyak dan rasa yang enak. Hanya tempat parkirnya saja yang kemarin susah didapat karena penuh, sepertinya Ada event di hotel Dalam Jumlah besar
",5 dari 5 lingkaran,Hotel lengkap dan murah
"
Saya dan keluarga sering singgah di semarang sebelum pulang ke pekalongan, kami sangat senang tinggal di Hotel Pandanaran karena kami sangat ""Nyaman Banget"", breakfast nya lengkap dan selalu hangat, menu bervariasi apalgi ada bandeng goreng kesukaan anak saya. Kami ingin sekali menginap di hotel pandanaran karena lokasi nya dekat dengan simpang lima, pusat oleh oleh kota semarang dan hanya jalan kaki ke tugu muda. saya sangat merekomendasikan hotel ini.
",4 dari 5 lingkaran,"""Nyaman Banget"""
"
Secara keseluruhan sangat baik. Letak yg strategis. Kualitas kamar yg baik n pelayanan yg memuaskan.",5 dari 5 lingkaran,Hotel dg bnyk promo diskon n letak yg strategis
"
Hotel ini cocok bagi anda yang berkunjung ke semarang hanya untuk berbisnis dan menghabiskan aktivitas siangnya di luar hotel, karena hotel ini sangatlah dekat dengan pusat kota semarang dan tempat perbelanjaan.
",3 dari 5 lingkaran,Hotel Untuk Bisnis
"
saya pesan kamar grand deluxe twin karena datang berempat. kami tidak pesan kasur extra. sofa nya bisa ditiduri satu orang, cukup empuk dan nyaman tapi jika tidak terbiasa disarankan untuk pesan kasur extra dengan konsekuensi kamar menjadi sangat sempit. sangat puas dengan wifi dikamar, setiap kamar punya modem sendiri jadi internetny ngebut..",4 dari 5 lingkaran,Wifi di kamar dan Tv android..
"
Dari pengalaman berpindah-pindah hotel, saya menilai hotel Gumaya adalah hotel terbaik, khususnya di kota Semarang. Disain interiornya bagus, dan memiliki resto / bar di ketinggian, tepatnya di lantai 18, sehingga dapat menikmati pemandangan kota Semarang. Hotel ini juga terkenal dengan menu santapan paginya yang luar biasa.
",4 dari 5 lingkaran,Hotel terbaik di Semarang
"
hotel yang nyaman dengan kamar mandi yang luas dan bathtub, makanan ketika sarapan juga sangat bervariasi dengan menu yang nikmat. kamar sangat nyaman dan kebersihan kamar pun top. lokasi hotel dekat dengan stasiun maupun bandara karena berada di pusat kota yang dekat dengan objek wisata dan tempat oleh2
",4 dari 5 lingkaran,Hotel nyaman di pusat kota
"
Saya beserta keluarga besar menginap di Gumaya Hotel Semarang pada musim libur lebaran, tanggal 30 Juli - 1 Agustus 2014. Kami memesan jauh jauh hari sebanyak 3 kamar, karena kami terdiri dari 3 keluarga. sesuai info pada saat recomfirm, terinformasi bahwa check in dapat dilakukan mulai pukul 14.00 wib, sehingga kami menjadualkan tiba di hotel setelah pukul 14.00 WIB.",2 dari 5 lingkaran,Worst check in process ever..!
"
Kamar dan fasilitas sangat ok untuk harga yang kita dapat. Bathtub dan shower dan tempat tidur sangat nyaman. Lokasi strategis di pusat kota, dekat dengan simpang lima dan tersedia free shuttle ke 3 mall.",4 dari 5 lingkaran,Service yang bagus
"
Hotel berbintang 5 ini terletak di jantung kota Semarang tepatnya di jalan Gajah Mada dengan akses untuk menikmati kuliner khas Semarang. Bagi yang senang ke mal, hotel ini dekat dengan mal termegah di Semarang yaitu Paragon, apabila ingin berkuliner maka hotel ini dekat dengan wisata kuliner Semarang seperti lumpia Gnag Lombok, pecinan Semarang, tahu gimbal, sego kucing, dan masih banyak lagi
",5 dari 5 lingkaran,Hotel dengan Lingkungan Kuliner yang Luar Biasa
"
Setiap ke semarang, keluargaku selalu memilih hotel pandanaran. Bahkan saat ditanya ke mereka lebih suka hotel Pandanaran atau ""sebuah hotel baru dgn family roomnya"" di sebuah kota dalam perjalanan kembali ke jkt, mrk tetap memilih hotel pandanaran.",4 dari 5 lingkaran,hotel pilihan keluargaku
"
Kamarnya luas untuk ukuran hotel di tengah kota, dengan harga cukup bersaing. Letaknya yang strategis memudahkan kami menjelajah kota Semarang. Pelayanan sangat ramah dan responsif, khususnya bagian resepsionis dan pelayanan kamar. Satu-satunya hal yang tidak kami nikmati adalah sarapan pagi. Pilihan menu yang disediakan terbatas untuk ukuran hotel bintang lima. Terkadang makanan tidak cukup hangat atau tidak tampak seperti baru dimasak. Ditambah lagi pelayan di restauran sarapan pagi juga kurang responsif. Beberapa kali kami harus mengambil peralatan makan atau menambah teh/kopi sendiri karena tidak ada pelayan yang memperhatikan atau membantu. Kami tinggal selama 6 malam, sehingga bisa mengamati pelayanan sarapan pagi hampir seminggu penuh. Sungguh disayangkan untuk hotel sekelas Gumaya.
",4 dari 5 lingkaran,"Grear hotel, poor breakfast.. :("
"
kesan pertama : suram dan tua. ketika masuk kamar, lampu yg ada terlalu redup atau kurang terang. tidak cocok untuk membaca. kamar mandi juga terkesan tua. yg nyaman dari kamar mandi adalah lampu yg terang. area parkir sangat terbatas. Saran saya, tambah lampu di kamar supaya lebih terang tidak suram banget, pintu dan bingkai kaca di cat kembali.
",3 dari 5 lingkaran,terkesan hotel tua
"
Terletak di pusat kota semarang, dekat dengan simpang lima, tugu muda dan pusat oleh-oleh, dengan menginap di hotel ini sangat mudah mengakses tempat tempat menarik di sekitar semarang.",4 dari 5 lingkaran,Hotel Berlokasi Strategis dengan Set Top Box Android di Kamar
"
Hotel Pandanaran terletak tepat di jantung kota Semarang, jadi lokasinya dapat saya katakan bernilai 9 dari 10, dekat Simpang Lima dan pusat bisnis. Interior hotel ini agak sedikit ketinggalan jaman tapi secara keseluruhan bersih dan rapi. Layanan kamarnya cepat dan harganya masuk akal. Para staf hotelnya cukup ramah. Jika anda mencari tempat untuk menginap di Semarang dan berpikir untuk tinggal di tengah kota, saya sangat menyarankan hotel ini. Lokasinya sempurna dan harganya lumayan, sangat masuk akal. Karena lokasinya yang dekat dengan area bisnis, saya sarankan Anda untuk memesan hotel jauh sebelum periode perjalanan Anda karena sebagian besar waktu hotel ini penuh dipesan oleh perusahaan atau lembaga untuk konferensi atau pertemuan. Menginap di sini beberapa kali dan aku akan senang bisa kembali.
",3 dari 5 lingkaran,Hotel yang bagus dengan lokasi sempurna
"
Saya memesan hotel ini melalui asiarooms, lokasi hotel 9/10 sangat strategis ke toko makanan tradisional Semarang (Pusat Oleh Oleh) di mana mereka menjual Bandeng Presto dan Wingko babat. Ruangan itu sendiri mempertimbangkan bersih (exept karpet) tapi furnitur terlihat nilai lama 7/10 sejak saya mendapat kamar dengan pemandangan kolam renang, aku memberikan rating 9/10 untuk lokasi ruangan Saya sangat menghargai kebaikan staf Hotel, ketika kita harus pergi keluar, itu adalah hujan di luar dan staf menawarkan kita untuk menggunakan payung mereka dan menangkap taksi / becak untuk kita menghargai 9/10 saya tidak mengambil paket sarapan ketika dipesan ruangan ini, jadi saya harus pergi ke tempat terdekat (Simpang lima atau Gajah mada) dengan kendaraan umum untuk menemukan beberapa makanan, biaya transportasi USD 1-2 / kembali. Saya memberikan nilai untuk 5/10.
",3 dari 5 lingkaran,Nilai yang baik
"
harga kamar yg terjangkau,....makan breakfast nya enak2 semua...dan puas - suasananya dan kamarnya juga - strategis deket pusat oleh2.. Selalu ingin kembali menginap disini
",5 dari 5 lingkaran,hotel pandanaran semarang
"
Untuk kebutuhan yang simple, istirahat setelah melakukan perjalanan seharian, hotel ini cukup mudah dijangkau karena lokasinya yang strategis, di tengah kota Semarang dan di jalan yang sama dengan nama hotel yang merupakan tempat populer dan khas Semarang. Keramahtamahan dan kebersihan hotel cukup bagus, kamar tidur tidak luas namun cukuplah, hanya kamar mandi yang terasa terlalu sempit. Letak lift terlalu di ujung lobby hotel, sehingga bagi mereka yang membawa banyak barang akan terasa sedikit repot tanpa bantuan staff hotel. Hal lain saya rasa standar saja untuk hotel sekelas dan harga yang cukup ekonomis. Yang cukup menarik adalah masakan di hotel ini, yang istri dan anak saya juga sepakat: enak!
",3 dari 5 lingkaran,"Sederhana, standar, nilai untuk uang"
"
Saya sering jalan2 ke kota2 di indonesia, biasanya nginap di budget hotel. Untuk perjalanan ke semarang kali ini, saya dapet hotel bintang tiga via rajakamar.com tapi harganya lbh murah dari budget hotel.",3 dari 5 lingkaran,pemandangan indah di Hotel Pandanaran dengan harga yang rendah
"
saya berpikir tadinya kan mendapatkan kamar yang sempit...akan tetapi ternyata setelah sampai di kamar....wow ...big enough n so clean....pelayannya ramah2 n cekatan serta mereka melakukan penjemputan di bandara walaupun saya baru kasih tau ketika mau berangkat pesawatnya dari jakarta....mantap...",4 dari 5 lingkaran,tempat yang baik untuk tinggal selama beberapa malam
"
Kamar duluxe nya bagus. Tapi tempat tidurnya ukuran queen size . Jadi dengan anak saya yg msh kecil menjadi sempit. Pelayanannya ramah. Tempat strategis. Kolam renang anak2 sedikit kotor
",3 dari 5 lingkaran,kesan
"
Semuanya bersih dari ranjang, wc, sofa..hebat..makan pagi enak enak ampe kenyang..saya inap 4 malam tidak bosan bosan..karyawannya ramah..diantar jemput ke bandara oleh Mas Marga yang ramah..top banget
",5 dari 5 lingkaran,Nikmatnya tinggal di kamar suite..Anda harus mencoba
"
Saya menginap di Hotel Pandanaran dalam rangka perjalanan dinas. Saya mendapatkan kamar superior. Untuk harga kamar yang Rp. 620.000++ per malam (publish rate), saya rasa harga kamar ini sangat kemahalan karena kamar sempit, toilet/kamar mandi juga sangat sempit tanpa bathtub dan televisi model lama. Bahkan pintu kamar mandi di kamar teman saya rusak. Sarapan yang disediakan sebenarnya cukup banyak tetapi karena suka pedas kami agak bingung mencari sambal yang tidak disediakan pihak hotel. Akhirnya terpaksa kami puas makan bubur ayam dan lontong sayur dengan saos sambal botolan. ",3 dari 5 lingkaran,Sedikit terlalu mahal
"
Sangat sesuai dengan harga yang diberikan, kamarnya gak begitu besar tapi sangat bersih dan nyaman.. pelayanannya juga sangat ramah dan cepat, gak bertele-tele.. meski dari depan hotel, hotelnya terlihat kecil dan gak begitu bersihm tapi begitu masuk ke lobby dan kemudian ke kamar, kebersihannya sangat memuaskan...
",4 dari 5 lingkaran,Hotelnya kecil tapi nyaman
"
Pada saat chekin memerlukan waktu terlalu lama padahal sy sudah bòoking dan request jauh2 hari pada saat jd member ( agt) dan bed ròm tdk sesuai permintaan agak kecewa dgn bag frontdesk padahal kita sdh cape sampai ditempat responya kurang dl thn baru 2013 dan 2014 pelayanan bagus dan ramah serta cepat
",4 dari 5 lingkaran,Chekin not profesional
"
Dapat room di lantai 9, liat pemandangan malam kota Semarang cantik banget. Wifinya kenceng banget. Kereeen.",4 dari 5 lingkaran,Wifinya kenceng
"
Utk berlibur di semarang, hotel ini bisa mjd pilihan.... Kmr bersih, dilengkapi dgn termos utk memasak air panas cocok utk keluarga muda. mknan oke dgn variasi yg lumayan. Staff nya ramah... Lokasi dkt dgn pusat oleh oleh.. Menginap di hotel ini tdk mengecewakan deh. Nyaman dan menyenangkan....
",4 dari 5 lingkaran,Good service
"
Harga standar,akses jalan menuju ruang parkir demikian sempit. Pencahayaan kurang. Kebersihan perlu di tingkatkan. Membutuhkan sedikit waktu utk menghubungi Bell boy . Namun itu manusiawi,karena pada saat yg sama ia juga dibutuhkan oleh tamu. Sambutan kurang natural dalam sapaan. Interior sudut ruangan bolehlah. Gambar hiasan Lukisan dinding hotelnya bagus-bagus...
",3 dari 5 lingkaran,Restoran ruang makan
"
menu2 breakfast hampir sama tiap hari & rasanya tidak terlalu enak.. breakfast tidak bisa di take-away (karena saya ada acara early morning selama beberapa hari), padahal menurut marketingnya (yg menawarkan saya utk jadi member) breakfast bisa di take-away. Orang2 yg in charge di bagian breakfast tidak terlalu kooperatif & sedikit jutek.. berbeda dengan orang2 yg in charge di hospitality & front desk, mereka sangat ramah & kooperatif
",3 dari 5 lingkaran,breakfast
"
hotel neo candi semarang, posisi tidak terlalu tepat ditengah kota, namun dapat diakses melalui tol dan juga tengah kota semarang (simpang lima). suasana sekitar hotel merupakan menyatu dengan supermarket dan rumah makan tempat nongkrong anak2 muda. sekitar hotel merupakan daerah hijau dengan rumah2 besar. tampilan hotel lobby cukup bagus, isi/tampilan kamar yang direpresentasikan lumayan bagus namun dari sisi ukuran luas kamar masih kurang memadai untuk kamar dengan 2 tempat tidur/twin. lemari penyimpan pakaian didesain minimalis. tidak ada kolam renang, tempat fitness, dan sarana untuk bersantai termasuk smoking area.",3 dari 5 lingkaran,"neo candi semarang, alternatif hotel"
"
Hotel dengan kenyamanan yang sangat bagus. Mulai dari Lobby sampai di Kamar. Interior yang minimalis dan nyaman juga tempat tidurnya. Toiletnya bersih serta lampu yang tidak terlalu gelap.",4 dari 5 lingkaran,Hoel Yang Nyaman
"
Hanya singgah sebenar karena harus keluar untuk mengejar jadwal penerbangan awal sehingga tidak sempat sarapan tetapi layanan rapi dan bersih baik layanan spa yang fantastis! Tempat tidur yang bersih ! Shower yang bersih!
",4 dari 5 lingkaran,Ukiran tradisional yang indah digabung desain interior yang modern.
"
Aku telah menginap di hotel ini selama 2 malam. Saya tidak menemukan masalah. Para staf yang baik, ruangan itu bersih. Sarapan pagi yang enak.
",3 dari 5 lingkaran,Bangunan tua tapi bagus
"
Ketika saya berada di sana, mereka memiliki renovasi kecil di lobi tetapi tidak menyebabkan banyak kesulitan. Saya tinggal untuk satu malam saja. Ruangan yang bersih, pelayanan makanan yang baik. meminta layanan kamar dan tidak lama menunggu sebelum nasi goreng saya sudah sampai. Harga yang wajar jika Anda mencari hotel di jalan utama seperti Jalan Pandanaran, di mana ia dekat dengan wisata utama di Semarang. Sarapan prasmanan yang baik.
",4 dari 5 lingkaran,"Lokasi yang baik, hotel yang bagus"
"
Kamar bersih tapi sangat kecil dengan harga yang kurang sebanding. Saat hujan kami tidak makan keluar, makan di noodle BAr, harga mahal, porsi kecil dan rasa kurang enak. Layanan Standard. Masih baru, jadi sangat bersih
",3 dari 5 lingkaran,"Biasa biasa, kamar kecil, harga tidak sebanding"
"
Kalau buat seneng2 di Semarang dengan kendaraan pribadi, hotel ini ok banget. Selain tempatnya bersih, fasilitas baru dan bagus, ada Superindo dan beberapa resto di kompleknya. Pelayanannya juga nggak ribet.",4 dari 5 lingkaran,Budget Hotel Asal Bawa Kendaraan Pribadi
"
Buat yang jalan-jalan ke Semarang, Neo Hotel Candi perlu jadi alternatif pilihan menginap. Bangunan baru. Fasilitas kamar standar bintang 3. Kamar nyaman. kurangnya cuma tidak ada fasilitas kolam renang. Overall bagus. Menu sarapan juga lumayan enak.
",3 dari 5 lingkaran,Hotel bintang 3 low budget nyaman
"
Hotel neo ini terletak di daerah sultan agung yg lokasinya sangat strategis ke pusat kota. Selain itu, disamping hotel terdapat supermarket dan restoran yg harus dikunjungi. Pelayanan sangat ramah. Cocok untuk para pebisnis yg menggunakan hotel ini untuk peristirahatan sementara
",4 dari 5 lingkaran,Hotel low budget yg baik
"
Hotel ini merupakan hotel baru, berada di bawah manajemen Aston. Pelayanan staff baik, kamar bersih dan nyaman, cukup luas dibandingkan hotel low budget lainnya. Saya menginap disini di bulan Ramadhan dan ada harga promo, jadi overall it's a really good deal untuk harga di bawah IDR 350k. ",3 dari 5 lingkaran,Hotel bisnis baru
"
Setelah puas jalan-jalan di Paragon Semarang, saya bersama dengan teman beristirahat di Hotel Neo Candi, naik taxi. Tarif tidak sampai Rp. 15.000. Lokasinya agak jauh dari pusat kota tapi cukup tenang. Poin Plus dari Hotel ini adalah: Hotel relatif baru, Kamarnya yang bagus, bersih. Tempat tidur sangat nyaman. Kamar mandi Oke. Saya memesan kamar standart tanpa breakfast sehingga dapat harga yang lebih murah.
",4 dari 5 lingkaran,Kamar OKE! walau lokasi agak jauh dari pusat kota
"
Kami menginap dua malam, untuk keperluan bisnis, menurut saya hotel ini memenuhi segala yang saya butuhkan, namun harganya ekonomis. Kebetulan lokasinya ada beberapa meter dari dimana saya melakukan urusan bisnis. Kamar design nya modern (hotel ini masih baru), shower yang keras, kasur yang enak. Makan pagi cukup bervariasi, menediakan aneka makanan lokal dan continental. Saya akan kembali menginap bulan depan untuk urusan bisnis.
",5 dari 5 lingkaran,Hotel Bisnis
"
Saya tiba tanggal 27 April 2015 malam dan disambut baik oleh receptionist, dan koper kami diantar petugas concierge. Kamar bagus dan baru, tidak terlalu besar. Makan pagi sangat OK. Lokasi di Jalan Pandanaran dekat dengan pusat oleh oleh. Terima kasih @HOM.
",5 dari 5 lingkaran,Pengalaman yang baik
"
simple. bagus. hotel yg tidak begitu besar, taoi cukup nyaman.sesuai harga yg ditawarkan. ada layanan setrika baju yg bagus dan cepat. hanya kurang AC saja, agar lebih baik lagi dinginnya di tengah kota semarang yg panas.
",3 dari 5 lingkaran,sesuai dengan harganya. bagus
"
Setiap saya ke Semarang selalu bermalam di Hotel Hom, lokasi sangat dekat dengan pusat kota. Pelayanan sangat memuaskan, ramah, dan membantu. Kamar terjaga keberishannya, makanan selalu enak dan bervariasi. Mohon dijaga kualitas pelayanan nya. Terima kasih.
",5 dari 5 lingkaran,"Service Memuaskan, Keep It Up!"
"
Saya sangat puas dengan pelayanan yg diberikan, setara dgn harga kamar yg saya bayarkan. Untk makanan kl bisa menunya di variasikan lagi, biar para crew kitchen nya terkesan profesional n jago ga monotone pada menu yg itu2 aja, but overall is fine.",4 dari 5 lingkaran,Very Good
"
Pelayanan pada staff hotel sangat ramah, cepat. Kamar bersih, Dan ac nya dingin. Parkiran kendaraan kurang luas. Kolam renang kurang lunas & kedalamannya tidak bervariasi. Buffet breakfast okelah. Good
",3 dari 5 lingkaran,"Mengapa saklar pada toilet lantai dua, diletakkan diluar?"
"
Pilih hotel ini karena lokasinya dekat pandanaran dan simpang lima, walaupun trnyata jauh juga kalo jalan kaki hehe. Kesan pertama hotel ini dr luar memang agak kuno, plus warnanya jingga pula jadi agak unik, tapi setelah parkir mobil dan masuk hotel, interior lumayan modern. Pelayanan juga lumayan bagus, wifi cukup, kamarnya asik, breakfast cukup enak dan variatif ada rawon dan jamu, kolam renang agak kecil tapi cukup karna sepi, cek out cepet, parkir aman.
",4 dari 5 lingkaran,lokasi strategis pelayanan ok
"
Lokasi Hotel Pandanaran strategis di jalan pandanaran, dekat dengan jajanan Pandanaran, KFC, dan McDonald (bagi penggemar fast food). ke arah simpang lima tentu saja juga tidak jauh, jika ingin ke bandara Ahmad Yani, tentu tinggal naik kendaraan taxi atau bisa minta jasa antaran berbayar dari Hotel. Untuk kamar hotel biasa saja dan agak suram, lorong hotel juga lampunya suram, AC nya dingin, kamar bersih, kamar mandi juga suram. jalan menuju lift kamar, tamu di bebaskan untuk merokok jadi bau dan asap rokok sangat mengganggu, seharusnya tamu dilarang merokok di jalan atau lorong hotel. Makanan sarapan tidak ada yang enak dan terkesan seadanya. Kolam tersedia dan besar untuk dewasa tapi kotor.
",3 dari 5 lingkaran,lokasi hotel strategis tapi hotel biasa saja
"
Letak hotel sangat strategis dan dekat kemana mana. Hotel satu gedung dengan shooping mall Paragon. Lobby hotel besar dan berkelas. Kamarnya besar, lega dan nyaman. Kamar mandi bathtub dan juga shower secara terpisah. Ada pengering rambut dan juga baju kimono. Safe deposit box, lemari es kecil, alat pemanas teh/kopi dan dua botol air mineral ukuran sedang. TV flat ukuran sedang dengan banyak channel. Meja dan kursi kerja serta kursi sofa buat santai. Jendela besar pemandangan ke arah kota. Sangat di rekomndasi.
",4 dari 5 lingkaran,"Kamarnya Besar, Lega dan Nyaman"
