city,hotel_locality,reviewer_location,hotel_url,reviewer_id,title,reviewer_level,content,hotel_address,hotel_classs,hotel_review_stars,reviewer_name,hotel_review_qty,review_stars,hotel_name
Semarang,"Semarang 50134, ","Balikpapan, Kalimantan Timur, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1879117-Reviews-Pandanaran_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_D6376EC4413003ED41905FF6666BCA32-SRC_211715748,hotel yang nyaman dan sangat strategis,lvl_02,"kami menginap selama 3 malam...lokasinya amat sangat strategis, dekat sekali dengan pusat oleh2 khas semarang...proses check in dan check out mudah dan cepat, receptionist sangat membantu dan ramah, kamar tidur dan kamar mandi nya bersih dan nyaman, sama sekali tidak ada complain ttg kedua hal tersebut..sarapan pagi cukup bervariasi namun karena kami selalu late breakfast jd beberapa sajian sudah tidak panas lagi, but its okay....sayang ketika kami ingin extend ternyata kamar sudah penuh semua karena ada group booking jadi dengan berat hati kami harus pindah ke hotel lain , untuk harga, lokasi dan keramahan nya menurut saya hotel pandanaran ini salah satu hotel sangat recomended",Jl. Pandanaran 58,3.0 dari 5,4.0 dari 5 lingkaran,bad2benk2,513 Ulasan,4 dari 5 lingkaran, Pandanaran Hotel Semarang 
Semarang,"Semarang 50134, ",,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1879117-Reviews-Pandanaran_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_5C29F01BA8329D0DEE0406E57BB92D05-SRC_214760824,"Nice Hotel , Recommended",lvl_02,"Lokasi hotel yang sangat strategis karena terletak di pusat kota.
Sekitar hotel terdapat jajanan / oleh2 semarang seperti lumpia dan bandeng.
Terdapat tempat makan juga sangat beragam.
Kebersihan kamar sangat nyaman. Suhu udara di dalam kamar juga sangat baik. Untuk tamu yang suka berkonsep minimalis dapat memilih ruangan kamar yang baru. Sehingga lebih terasa colour full. Pelayanan hotel juga sangat baik.",Jl. Pandanaran 58,3.0 dari 5,4.0 dari 5 lingkaran,Intan i,513 Ulasan,4 dari 5 lingkaran, Pandanaran Hotel Semarang 
Semarang,"Semarang 50134, ","Pekalongan, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1879117-Reviews-Pandanaran_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_557B6677ED5A734701B0AEAEEBF7F01D-SRC_212741205,for family,lvl_02,"ini pertama kali saya bermalam di pandanaran hotel, dengan lokasi yang strategis memudahkan kita mau kemana saja, pusat oleh2 dekat, kuliner atau sekedar jalan ke mall juga dekat, lokasi bagus, kebetulan saya dapat harga promo saat itu. Overall bagus dari sisi kebersihan dan pelayanannya",Jl. Pandanaran 58,3.0 dari 5,4.0 dari 5 lingkaran,Aria Budi Prase... B,513 Ulasan,4 dari 5 lingkaran, Pandanaran Hotel Semarang 
Semarang,"Semarang 50134, ",Jakarta,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1879117-Reviews-Pandanaran_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_3E0AFEDC0EA060DC685C1291176D4C32-SRC_212977143,Good for family,lvl_02,"Ini kali pertama saya menginap di hotel ini, pelayanan baik, kebersihan dan kenyamanan kamar juga baik, sarana parkir yang agak kurang, apalagi ketika ada acara di ballroom, tapi secara keseluruhan baik",Jl. Pandanaran 58,3.0 dari 5,4.0 dari 5 lingkaran,Iman N,513 Ulasan,4 dari 5 lingkaran, Pandanaran Hotel Semarang 
Semarang,"Semarang 50132, ","Semarang, Jawa Tengah, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1953066-Reviews-Crowne_Plaza_Semarang-Semarang_Central_Java_Java.html,UID_2C2179171457BFC7AC7B21091E50D5D1-SRC_252364712,Biggest in the Town,lvl_05,Hotel berbintang lima ini terletak di lokasi yang strategis di kota Semarang.. Hotel yang masih lumayan baru ini memiliki ballroom yang cukup luas dan juga mewah.. Tetapi sayang akses parkir hotel ini sangat buruk terlebih pada saat ada acara..,Jln. Pemuda no. 118,4.5 dari 5,4.0 dari 5 lingkaran,StevenF99,639 Ulasan,4 dari 5 lingkaran, Crowne Plaza Semarang 
Semarang,"Semarang 50132, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1953066-Reviews-Crowne_Plaza_Semarang-Semarang_Central_Java_Java.html,UID_592925DCA9FAA460237E94C2BE23B240-SRC_237977684,"Kamarnya Besar, Lega dan Nyaman",lvl_06,"Letak hotel sangat strategis dan dekat kemana mana. Hotel satu gedung dengan shooping mall Paragon. Lobby hotel besar dan berkelas. Kamarnya besar, lega dan nyaman. Kamar mandi bathtub dan juga shower secara terpisah. Ada pengering rambut dan juga baju kimono. Safe deposit box, lemari es kecil, alat pemanas teh/kopi dan dua botol air mineral ukuran sedang. TV flat ukuran sedang dengan banyak channel. Meja dan kursi kerja serta kursi sofa buat santai. Jendela besar pemandangan ke arah kota. Sangat di rekomndasi.",Jln. Pemuda no. 118,4.5 dari 5,4.0 dari 5 lingkaran,Sandersonthe,639 Ulasan,4 dari 5 lingkaran, Crowne Plaza Semarang 
Semarang,"Semarang 50132, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1953066-Reviews-Crowne_Plaza_Semarang-Semarang_Central_Java_Java.html,UID_CE0D142471E6E6B4C99A34CE4C68077E-SRC_238749605,Crowne Plaza Hotel Semarang,lvl_06,"Salah satu hotel terbaik di Semarang. Terletak di Jl. Pemuda. Lokasinya yang sangat strategis dan
satu gedung dengan mall Paragon sungguh memudahkan kita untuk mencari alternatif makanan selain wisata kuliner lain di Semarang. Kamar hotel yang cukup luas dan desain kamar mandi yang terbuka membuat ruangan terasa lebih luas. Tempat tidurnya sangat nyaman. Staff hotel juga sangat attentif terhadap concern dan keperluan kita selama menginap disana. Akan kembali lagi untuk kunjungan selanjutnya ke Semarang.",Jln. Pemuda no. 118,4.5 dari 5,4.0 dari 5 lingkaran,PakRully,639 Ulasan,5 dari 5 lingkaran, Crowne Plaza Semarang 
Semarang,"Semarang 50132, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1953066-Reviews-Crowne_Plaza_Semarang-Semarang_Central_Java_Java.html,UID_365FF2BBC21F6E0F82CB19DC52CAC963-SRC_240975625,"Betah, nyaman Dan menyenangkan",lvl_05,"Sangat menyenangkan menginap disini, pelayanannya cukup memuaskan. Kamar bersih Dan cukup besar. Ada alat untuk memasang iPod di dalam kamar. Tempat sarapan nya besar Dan jenis makanan yang disajikan cukup beragam. Juga tersedia mesin Pembuat kopi. Bersantai santai Dan menikmati hotel sepanjang haripun terasa menyenangkan. Kalau ada kesempatan ke Semarang lagi suatu saat nanti, saya Akan kembali menginap di sini...",Jln. Pemuda no. 118,4.5 dari 5,4.0 dari 5 lingkaran,Veronicanawangsih,639 Ulasan,5 dari 5 lingkaran, Crowne Plaza Semarang 
Semarang,"Semarang 50134, ","Ungaran, Jawa Tengah, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1879117-Reviews-Pandanaran_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_43257F88572FF3C992B8345A4841FDCB-SRC_184536295,"Lokasi Strategis, Harga Bagus",lvl_04,"Meski tak sebesar Hotel Ciputra atau hotel-hotel papan atas lainnya di Semarang, Hotel Pandanaran terbilang cukup baik layanannya, lokasi cukup strategis di Jalan Pandanaran, jalan utama di Semarang, fasilitas restoran dan kolam renang juga cukup memuaskan dan tentu harganya lumayan hemat dibandingkan dengan hotel Ciputra dsb.
Hotel ini direkomendasikan bagi pelancong yang sedang berkunjung ke Semarang atau hanya untuk sekedar transit. Nice hotel in Semarang.",Jl. Pandanaran 58,3.0 dari 5,4.0 dari 5 lingkaran,Listiaji,513 Ulasan,4 dari 5 lingkaran, Pandanaran Hotel Semarang 
Semarang,"Semarang 50134, ",Semarang,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1879117-Reviews-Pandanaran_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_73AA7F354CC7D9CA6089AA00F6824E04-SRC_188112392,"hotel rekomended untuk lokasi,harga,fasilitas dan layanan",lvl_04,"Nginap 3malam di pandanaran hotel saya merasa puas. Kamarnya bersih, layanan kamar oke, makanan lumayan, fasilitas juga lumayan dan dengan harga yg dikasi raja kamar bener2 bikin kantong irit.. banyakin hotel hotel diskon lagi yaa...",Jl. Pandanaran 58,3.0 dari 5,4.0 dari 5 lingkaran,Tiwi S,513 Ulasan,4 dari 5 lingkaran, Pandanaran Hotel Semarang 
Semarang,"Semarang 50132, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1953066-Reviews-Crowne_Plaza_Semarang-Semarang_Central_Java_Java.html,UID_7E486635F227729AA3DDDB4CF65842BC-SRC_238730348,Hotel yang nyaman,lvl_06,"Kamar hotel besar. Fasilitas ok. Staff sangat membantu & ramah. Lokasi strategis, mudah dijangkau. Menyatu dengan mall jadi memudahkan kalau harus membeli/memerlukan sesuatu. Kalau bisa channel TV ditambah.",Jln. Pemuda no. 118,4.5 dari 5,4.0 dari 5 lingkaran,Inge S,639 Ulasan,5 dari 5 lingkaran, Crowne Plaza Semarang 
Semarang,"Semarang 50134, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1879117-Reviews-Pandanaran_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_EE2482312251100DF9D16AE64C4345E6-SRC_190995974,Kejutan Hotel Pandanaran,lvl_04,"Kami menginap di hotel ini kemarin dan untuk kedua kalinya, sy tdk ingat kalau pd hari itu ultah sy. Ketika sarapan, beberapa staf hotel datang membawa cake dan mengucapkan selamat di restoran hotel. Ternyata hotel pandanaran sangat memperhatikan pelanggannya. Terima kasih atas surprise nya.",Jl. Pandanaran 58,3.0 dari 5,4.0 dari 5 lingkaran,Zainal Farid I,513 Ulasan,5 dari 5 lingkaran, Pandanaran Hotel Semarang 
Semarang,"Semarang 50134, ","Gresik, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1879117-Reviews-Pandanaran_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_C615A6686F7051DB3E3163713F48A842-SRC_199928441,direkomdasikan,lvl_04,"Saya memesan 2 kamar grand deluxe. Kamar lumayan besar, tv android sehingga anak saya telat tidur gara gara minta main game angry bird di tv. Sarapan enak, harga terjangkau. Lokasi dekat tempat makan dan oleh oleh. Sayangnya kolam renangnya terlalu kecil dan tidak ada yang menjaga.
Tapi anyway, hotel ini sangat direkomendasikan kalau kita sedang di semarang",Jl. Pandanaran 58,3.0 dari 5,4.0 dari 5 lingkaran,dadang s,513 Ulasan,4 dari 5 lingkaran, Pandanaran Hotel Semarang 
Semarang,"Semarang 50134, ","Semarang, Jawa Tengah, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1879117-Reviews-Pandanaran_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_232E8CC502E75115520DD4F4774AA8C1-SRC_192626291,Hotel di tengah kota dengan harga bersahabat,lvl_05,"Hotel ini terletak di salah satu jalan utama kota Semarang yaitu jalan Pandanaran. Akses ke hotel ini cukup mudah karena berada tepat di tepi jalan Pandanaran, dekat dengan bandara sekitar 25 menit dan pusat kota 10 menit berjalan kaki. Yang menarik dari hotel ini adalah harga yang terbilang lebih murah di banding hotel sekelasnya, soal fasilitas pun tidak kalah. Hotel ini memiliki kamar dengan desain minimalis modern dengan lantai kayu yang memberi kesan hangat. kamarnya pun terbilang cukup luas. Kita bisa menikmati kolam renang hotel untuk melepas lelah dan bersantai. Untuk sarapan hotel ini menyediakan pilihan makanan yang variatif walau masakan khas Indonesia yang lebih dominan. Jika anda wisatan dari luar kota anda tidak perlu jauh-jauh mencari oleh-oleh khas semarang karena hotel ini sangat dekat dengan pusat oleh-oleh utama di Semarang yaitu Pandanaran. Anda cukup 5 menit berjalan kaki. Jika lapar mendatangi anda di malam hari cukup berjalan kaki 3 menit di kanan hotel anda akan menemukan salah satu restoran cepat saji atau ke kiri hotel dengan berjalan kaki 5 menit anda juga akan menemukan restoran cepat saji 24 jam. Manfaatkan penawaran hemat yang ditawarkan hotel pada hari Minggu. Dibandingkan hotel lainnya di Semarang hotel ini layak untuk di jadikan sebagai salah satu pilihan menginap. Pelayanan yang diberikan pun cukup ramah dan cepat.",Jl. Pandanaran 58,3.0 dari 5,4.0 dari 5 lingkaran,Ipung891,513 Ulasan,4 dari 5 lingkaran, Pandanaran Hotel Semarang 
Semarang,"Semarang 50134, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1879117-Reviews-Pandanaran_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_AD6101ECD7A4496AC29C68D93FF2DDD0-SRC_201128554,Hotel di Pusat Kota Semarang,lvl_01,"Staf hotel sangat ramah, kami bisa check in pukul 11 siang padahal check in biasanya di atas pukul 14. Selain itu kami dapat ""compliment"" berupa satu piring buah-buahan saat tiba.
Sarapan OK, tapi di hall menuju tempat sarapan tercium bau rokok karena saat itu sedang ada acara dan para pesertanya banyak yang merokok.
Lokasi hotel di tengah kota, hanya tinggal berjalan kaki menuju kawasan Simpang Lima atau Pusat oleh-oleh Pandanaran.
Ada kolam renang dan fasilitas gym yang bisa digunakan secara gratis selama menginap.",Jl. Pandanaran 58,3.0 dari 5,4.0 dari 5 lingkaran,Laisya,513 Ulasan,4 dari 5 lingkaran, Pandanaran Hotel Semarang 
Semarang,"Semarang 50134, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1879117-Reviews-Pandanaran_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_4910269CE1442F2C193CFA5D2E35E31E-SRC_197227927,Hotel yang mau cari makan gausah bingung.,lvl_04,"Waktu menginap disini,pertama agak kurang menarik lihat depannya,pas mau check ini,ternyata gak yang kita bayangkan,hotelnya bagus bangetm,dan luas didalamnya,eh ada kolam renangnya juga diatas,ada 2 kolam renang,kamarnya juga bersih,apalgi dapat view yang menghadap kota semarang sampai kelihatan gunung juga,dan di hotel ini kalau mau cari makanan ga akan bingung,keluar dari hotel ada Mcd Donald,Kfc,dll jadi bakalan kenyang kalau nginep di hotel ini, terus kalau mau breakfast juga menunya puas deh.Harus coba menginap disini,terus satu lagi kalau mau kemana2 cari oleh2 atau berwisata keliling kota semarang,disini sangat alternatif,gausah bingung karena banyak kendaraan,karena posisinya ditengah kota semarang.",Jl. Pandanaran 58,3.0 dari 5,4.0 dari 5 lingkaran,Adit_jaGOan,513 Ulasan,5 dari 5 lingkaran, Pandanaran Hotel Semarang 
Semarang,"Semarang 50134, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1879117-Reviews-Pandanaran_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_C58E75D10B6C84B455537467D684BACE-SRC_206677864,"Fasilitas Lengkap, Murah, dan Posisi Perfect",lvl_06,"Cek in Cepat bila kamar tersedia
mintalah kamar di tower belakang karena kamar ini baru di renovasi dengan interior modern minimalis, jadi lebih berasa nyaman untuk istirahat
hotel mempunyai fasilitas lengkap seperti kolam renang dan fitnes Center
untuk sarapan makanan cukup variatif tersedia juga soto dan makanan jawa, jika anda ingin mecoba minuman herbal di sini juga tersedia jamu
untuk lokasi sangat strategis berlokasi di jalan pandanaran sebelah kirinya simpang lima sebelah kanan Lawang Sewu
bagi anda yang tidak bawa kendaraan, jangan panik, karena banyak angkot di depan hotel, bagitu juga dengan taksi
kesemuanya sangat masuk akal dengan harga yang terjangkau",Jl. Pandanaran 58,3.0 dari 5,4.0 dari 5 lingkaran,Alfalegro,513 Ulasan,5 dari 5 lingkaran, Pandanaran Hotel Semarang 
Semarang,"Semarang 50134, ","Jakarta, Jakarta Raya, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1879117-Reviews-Pandanaran_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_4F39B03CD2A56DE10EAE909FAA2E380D-SRC_208184751,Good,lvl_02,"Pertama x menginap disini, lokasi hotel bagus, harga hotel yg terjangkau, breakfast yg variasi Dan hotel ini dilengkapi WiFi yg sangat berguna bagi saya dan suami.
Bila ke Semarang saya akan menginap di hotel ini lagi.",Jl. Pandanaran 58,3.0 dari 5,4.0 dari 5 lingkaran,Fenny L,513 Ulasan,4 dari 5 lingkaran, Pandanaran Hotel Semarang 
Semarang,"Semarang 50134, ",,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1879117-Reviews-Pandanaran_Hotel_Semarang-Semarang_Central_Java_Java.html,UID_F4B0A511CD28FEB00A3F1B3FBC1B4032-SRC_200244870,hotel lumayan,lvl_01,kamar lumayan kebershan lumayan keamanan kurang dan reseptionisnya jutek2 buata management tolong rubah sikap pelayanan dn qwalitas perangkat mandi seperti handu di ganti kasar rasanya ga lembut sabun mandi sama shampo tolong di pisah ga enak rasanya jika disatukan sampe kami bawa sendiri,Jl. Pandanaran 58,3.0 dari 5,4.0 dari 5 lingkaran,304merya,513 Ulasan,3 dari 5 lingkaran, Pandanaran Hotel Semarang 
Semarang,"Semarang 50132, ",,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1953066-Reviews-Crowne_Plaza_Semarang-Semarang_Central_Java_Java.html,UID_2754FF9AAA717E8BB3A8265C39FB88DA-SRC_242412604,Benar-benar Hotel Bintang Lima,lvl_05,"Semuanya sempurna.. Dari check in yang cepat, staf yang ramah dan cekatan, kamar yang bersih, dan pelayanan yang sangat baik.. Tentu saja saya akan kembali ke hotel ini.. interior kamar sangat unik, saya suka desain pintu geser di kamar mandinya.. Perlengkapan di kamar sangat lengkap terutama setrika berikut dengan mejanya yang selalu saya butuhkan manakala perjalanan bisnis.. Menu sarapan di Gris Restaurant sangat lezat dan bervariasi, omelette-nya mantap, begitu juga waffle dan pancake-nya.. Pemandangan kota Semarang dari restaurant ini sangat luar biasa, baik dari dalam maupun pool side table yang open air.. Luar Biasa..!!
",Jln. Pemuda no. 118,4.5 dari 5,4.0 dari 5 lingkaran,Gunawan N,639 Ulasan,5 dari 5 lingkaran, Crowne Plaza Semarang 
Semarang,"Semarang 50132, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1953066-Reviews-Crowne_Plaza_Semarang-Semarang_Central_Java_Java.html,UID_A2F67EF1E772A950B4D83CF7D523DBB2-SRC_243640153,Lokasi yg strategis,lvl_04,"Hotel yang bersebelahan atau menyatu ya dengan mall. Mempermudah segala sesuatunya.
Untuk kami yg memang hanya bisa 1 mlm di semarang, menginap di hotel ini memenuho ekspektasi kami. Pada saat ada keperluan kami hanya tinggal pergi ke mall. Dan jika ingin mencoba beberapa makanan khas jawa seperti mie godok jawa, tersedia di seberang.",Jln. Pemuda no. 118,4.5 dari 5,4.0 dari 5 lingkaran,mrssatya,639 Ulasan,4 dari 5 lingkaran, Crowne Plaza Semarang 
Semarang,"Semarang 50132, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1953066-Reviews-Crowne_Plaza_Semarang-Semarang_Central_Java_Java.html,UID_C1ED8042010842D0FD925D50F63117C9-SRC_246468478,Great Hotel,lvl_04,"saya menginap dihotel ini untuk keperluan pekerjaan, hotel ini posisinya strategis, selain itu hotel ini juga langsung menyatu dengan mall paragon semarang. Staf waktu check in baik & ramah. Kamar dihotel ini sangat baik, kamarnya luas, fasilitas lengkap, sangat memuaskan untuk hotel bintang 4. Selain itu sarapan dihotel ini bener-bener mantap, pilihannya banyak, rasanya enak, benar-benar memanjakan perut, pokoknya top tinggal di crowne plaza semarang.",Jln. Pemuda no. 118,4.5 dari 5,4.0 dari 5 lingkaran,hafidgaban,639 Ulasan,4 dari 5 lingkaran, Crowne Plaza Semarang 
Semarang,"Semarang 50132, ",Jakarta,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1953066-Reviews-Crowne_Plaza_Semarang-Semarang_Central_Java_Java.html,UID_679CA1E5372A6105F1F72A8751C6DA60-SRC_243242024,hotel yang bagus dan strategis,lvl_02,"Kami sebenarnya menginap di November 2013. Hotel yang bagus, kamar luas, interior kamar cantik dan kamar mandinya sangat bagus dengan pintu geser yang unik dan amenities lengkap. Pelayanan staf biasa saja. Waktu menginap, terjadi insiden lift mati saat waktu breakfast, jadi mesti turun tangga (mana pas kelaparan). Makanan biasa saja rasanya (perlu ditingkatkan), namun restoran penuh, sehingga beberapa tamu menunggu bangku tersedia.
Hotel di atas mall jadi mudah mencari barang-barang. Dan bisa jalan kaki atau naik becak ke pusat jajanan.",Jln. Pemuda no. 118,4.5 dari 5,4.0 dari 5 lingkaran,Montie M,639 Ulasan,4 dari 5 lingkaran, Crowne Plaza Semarang 
Semarang,"Semarang 50132, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1953066-Reviews-Crowne_Plaza_Semarang-Semarang_Central_Java_Java.html,UID_A866EF6632DE2C3AEBC41AD982D4F69A-SRC_243964371,Kamar dan makan pagi yang cukup bagus,lvl_02,"Saya menginap di hotel ini untuk keperluan pekerjaan. Hotel yang menyatu dengan mall, sangat mempermudah saya untuk membeli keperluan-keperluan. Selain itu, kamar yang luas dan modern, ditambah dengan makanan pagi yang ragamnya banyak dan cukup enak membuat saya semakin puas dengan hotel ini.
Namun demikian, ketika saya menginap ada pengunjung hotel lain yang kebetulan satu lantai dengan saya, yang membuat keributan dan sangat menggangu, dan kemudian diketahui pengunjung hotel tersebut memiliki acara pernikahan di hotel tersebut. Ketika saya cek, ternyata ada petugas hotel disana. Sehingga keributan tersebut atas sepengetahuan petugas hotel! sangat disayangkan!",Jln. Pemuda no. 118,4.5 dari 5,4.0 dari 5 lingkaran,Aini243,639 Ulasan,3 dari 5 lingkaran, Crowne Plaza Semarang 
Semarang,"Semarang 50132, ",,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1953066-Reviews-Crowne_Plaza_Semarang-Semarang_Central_Java_Java.html,UID_C009014C8CFC6E08627E11BE562316F0-SRC_228584755,Hotel Nyaman,lvl_03,"Saya pergi ke Semarang tanggal 2 September karena kakek saya meninggal. Saya memesan 2 kamar di Crowne Plaza untuk menginap. Pelayanan sangat baik, jika mengantarkan sesuatu selalu tepat waktu, mendapatkam wifi gratis, menyediakan air putih beraneka rasa, dan yang paling enak adalah Crowne Plaza tersambung dengan Mall Paragon. Sungguh Menyenangkan!",Jln. Pemuda no. 118,4.5 dari 5,4.0 dari 5 lingkaran,Ferdyadinata,639 Ulasan,5 dari 5 lingkaran, Crowne Plaza Semarang 
Semarang,"Semarang 50132, ",,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1953066-Reviews-Crowne_Plaza_Semarang-Semarang_Central_Java_Java.html,UID_C47D00E4E23AF0C34BD173F8C1028A1A-SRC_232321828,kenyamanan dan pelayanan yang tak terlupakan,lvl_05,"begitu turun dari mobil sudah disambut dengan pelayanan concierge yang siap sedia membawa luggage saya. begitu juga ketika akan check in, resepsionis tidak membiarkan saya mengantri terlalu lama. desain dan fasilitas kamar juga sangat bagus dan nyaman. lokasi yang bersebelahan dengan mall juga membuat saya lebih nyaman lagi. keputusan yang tepat untuk menginap selama di semarang. saya akan terus memilih hotel ini apabila akan ke semarang lagi.",Jln. Pemuda no. 118,4.5 dari 5,4.0 dari 5 lingkaran,Rina S,639 Ulasan,5 dari 5 lingkaran, Crowne Plaza Semarang 
Semarang,"Semarang 50132, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1953066-Reviews-Crowne_Plaza_Semarang-Semarang_Central_Java_Java.html,UID_249350549CFCAC7333C6963C3FE3C893-SRC_229318811,"Hotel dengan desain yang modern, unik dan layanan yang bagus sekali",lvl_06,"Saya memilih hotel ini karena review yang bagus dan harga dengan diskon yang banyak.Saya menginap hanya 1 malam, tapi sangat puas. Ada 4 hal utama yang membuat hotel ini unggul. Pertama desain yang modern, baik di lounge maupun di kamar, kamar mandi dibuat menyatu dengan kamar tidur, tapi tetap ada partisi yang bisa digeser. Pemandangan dari kamar juga cukup indah dengan pemandangan kota dan matahari terbit.
Kedua, layanan yang cepat dan baik. Di lobby disediakan minuman fruit infusion water yang menyegarkan serta ada perlengkapan toiletries yang bermutu. Ketiga, makanan yang lezat dan bervariasi untuk sarapan pagi, ada kuliner Indonesia, china,jepang, india dan western. Keempat, lokasi yang di pusat kota serta langsung berhubungan dengan pusat perbelanjaan.
Hanya ada satu yang kurang memuaskan, ada 2 lift yang membingungkan karena tidak ada denah dan penunjuk arah.",Jln. Pemuda no. 118,4.5 dari 5,4.0 dari 5 lingkaran,SIrosda,639 Ulasan,5 dari 5 lingkaran, Crowne Plaza Semarang 
Semarang,"Semarang 50132, ",,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1953066-Reviews-Crowne_Plaza_Semarang-Semarang_Central_Java_Java.html,UID_AFEE1C533776A886653610F35CD6AA7F-SRC_229549309,Kenyamanan Tanpa Batas,lvl_05,"Kesan mewah tampak jelas ketika memasuki lobby hotel. Concierge dengan sigap membawa luggage kami sembari menyapa ramah. Tidak membutuhkan waktu lama untuk check in, permintaan upgrade kamar pun dilayani dengan cepat dan baik. Upgrade ke deluxe room jelas keputusan yang tepat. Kamar cukup lega, dengan desain yang sangat modern, pemandangan kota Semarang nampak jelas dari jendela kamar. Desain kamar mandi cukup unik dengan menggunakan pintu geser dan terpisah antara bathub dan shoower. Yang paling jarang ditemui di hotel lain adalah hotel ini menyediakan tiga pilihan bantal demi kenyamanan tidur tamu, how thoughtful! Housekeeping pun sangat tanggap dan cepat membersihkan kamar serta memenuhi permintaan tamu. Lokasi sudah pasti strategis karena selain di pusat kota juga terkoneksi dengan pusat perbelanjaan Paragon Mall, walaupun untuk akses langsung ke mall melalui lift terpisah. Makanan yang disajikan saat sarapan pun beragam, Dim Sum adalah pilihan favorit saya. Bila kembali berkunjung ke kota ini sudah pasti akan menginap disini, hotel yang menyediakan kenyamanan tanpa batas.",Jln. Pemuda no. 118,4.5 dari 5,4.0 dari 5 lingkaran,annisarosa,639 Ulasan,4 dari 5 lingkaran, Crowne Plaza Semarang 
